PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatu
131,Maelzel,Leonhard,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht, daß: da bey der gewöhnlich musikalischen
Maschinen - sonst Orchestrion genannt - welche ... bis nun durch die Kälte oder Wärme,
Trokkenheit oder Feuchtigkeit so sehr leiden, ... durch die einfachste Methode,  nämlich statt der
bis nun gebrauchten Züge, Ventile zu appliciren, von der Kälte noch Wärme, weiter Feuchtigkeit
noch Trockenheit eine üble Einwirkung herbeiführen können",Orchestrion,Wien,1823,22.07.1823
132,Friedmann,Rubin,,,,,Beschreibung ... [Essig-Bereitung aus Rosoglio-Satz],"Essig, Rosoglio/Essig",Wien,1823,16.04.1823
133,Hausmann,Heinrich,,,,,"Beschreibung der ... erfundenen Instrumente, mittelst welcher die bey den Scheibenschiessen
entstehenden Streitigkeiten über das, welcher Schuß mehr im Mittel der Kreise liegt, auf das
genaueste und bestimmteste entschieden werden kann, und wovon die Zeichnung in A hier
beyliegt","Scheibenschießen, Schießscheibe",Linz,1823,18.03.1823
134,Liechtenauer,Adam,,,,,"Beschreibung einer in der österreichischen Monarchie bisher noch nicht bekannten Art: Aus
Rothbuche- und Fichtenholz zum Vortheil der inländischen Industrie, Holzspäne zum Gebrauche
für Buchbinder, Spiegelmacher, Schwertfeger, Schuhmacher usw. zu verfertigen",Sägespäne,Purkersdorf,1821,12.02.1821
135,Graf,Joseph,,,,,"Beschreibung und Zeichnung der ... gemachten neuen Erfindung, welche ... darin besteht, daß von
jeder Art Bettstätte der Boden mit einem Mechanismus ... versehen ist, daß jeder Kranke, ... jetzt
mit sehr geringer Anstrengung, oder durch eine andere seine vorzunehmende Lage, sehr leicht
verbessern könne, ...",Krankenbett,Wien,1823,26.05.1823
136,Guerard,Bernard Edl.v.,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht, daß er ächte Schwaals und ordentliche
Zeuge dieser Art zu Kleidern zu verfertigen imstande ist ...","Webstuhl, Schal",Wien,1824,16.12.1824
137,Knezaurek,Joseph,,,,,Beschreibung des ... verbesserten Weberstuhls,Webstuhl,Wien,1822,13.09.1822
138,Knezaurek,Joseph,,,,,"Beschreibung: Der ... erfunden künstliche Näh-Stuhl ist ein nach seinem Verbesserungs-System
vervollkommneter Webstuhl, auf welchem mittelst Nadeln durch Verziehung und Verkreuzung
der Fäden die schönste Nähe-Arbeit von allerley Vergitterung, Durchbrüchen und dem
sogenannten Rußischen Stich verfertigt werden kann","Webstuhl, Nähstuhl",Wien,1823,17.04.1823
140,Teich,Wilhelm,,,,,"Zeichnung und Beschreibung der ... Erfindung, welche ... darin besteht: Eine neue von allerhand
Metallen verfertigte Stickmaschine, die an jedem Ort bequem und zum willkührlichen Gebrauch
der Frauenarbeiten befestigt und angeschrauft werden kann, ...",Stickmaschine,Wien,1824,17.02.1824
141,Berthold,August,,,,,Vollständige Beschreibung der Coffe-Brenn-Maschine,Röstmaschine,Wien,1822,28.10.1822
142,Munding,Alois,,,,,"Scheren besteht, womit Fournierhölzer, ... können zu Fournieren geschnitten ... werden",,Wien,1821,26.02.1821
143,Senefelder,Alois,,,,,"Beschreibung beyliegender Presse, welche vorzüglich zum Abdrucken der Steinplatten dient;
Beschreibung und Erklärung der chemischen Steindruckerey",Lithographie,Wien,1801,15.11.1801
144,Maelzel,John,,,,,"The Metronomic Tutor. Containing Instructions, Exercises & Lessons, for the Piano Forte,
calculated, with the aid of the Metronome, ...",Metronom,London,1816,
145,Doschot,Joseph R.v.,,,,,"Beschreibung eines vollständigen ökonomischen Koch-Back- und Bratofens ... [Enthält auch]: Plan
eines Sparofens, Plan eines Beheitzungs-Apparats, mittelst welchem ein ganzes Gebäude beheitzt
werden kann, Plan einer Holz-Säge-Maschine","Holzsäge, Kochherd, Heizung",Stanislau,1820,02.06.1820
147,Daninger,Franz,Daninger,Joseph,,,"Beschreibung der ... in dem Jahre 1818/19 in Markgraf Neusiedel in Marchfelde/Nieder
Oesterreich/ ... neu erbauten Windmühle nach holländischer Art",Windmühle,Wien,1819,19.03.1819
148,Nowotny,Augustin,,,,,"Beschreibung der ... Erfindung, thönerne Wasserleitungsröhren von beliebiger Länge und Weite
mittels Pressung vollkommener als bisher zu verfertigen","Wasserleitungsrohr, Tonrohr",Prag,1823,03.03.1823
149,Uffenheimer,Jonathan Lazar,,,,,"Kurze Uebersicht der ... Verbesserungen an dem von ihm erfundenen, ... Sud- und
Trockenapparats der die Eigenschaften hat, daß er mit jeder Gattung Brennmateriale geheizt
werden kann, und das Feuer sich im Kessel, und dieser in der Flüssigkeit sich befindet","Siedeofen, Trockenapparat",Wien,1824,27.06.1824
150,Busby,Thomas,,,,,A Description of Machinery for preparing & spinning combed wool of different qualities,"Wolle, Spinnmaschine",Wien,1821,11.12.1821
151,Thornton,Jonathan,,,,,"Sechs Zeichnungen der von Jonathan Thornton in Pottendorf neu erfundenen Strick- und Stickgarn
und verbesserten Water-Twist-Maschinen","Spinnmaschine, Baumwollgarn",Pottendorf,1821,06.06.1821
152,Czernay,Joseph,,,,,"Beschreibung der neuen Erfindung Brandwein und Rosoglio, wie auch Spirit: zu erzeugen","Branntwein, Rosoglio, Spiritus",Wien,1825,04.02.1825
153,Stefansky,Apolonia,Taussig,Abraham,,,"Beschreibung der von Apolonia Stefansky einverständlich mit ihrem Verwandten Abraham Taussig
gemachten ... neuen Verbesserung, welche ... darin besteht, die im Auslande nach Art der
Wachsperlen erzeugt werdenden Rosenperlen ... zu erzeugen",Perle,Wien,1825,28.02.1825
154,Wilda,Joseph,Wilda,Gottfried,,,"Erklährung über die Erfindung und Berarbeitung der Gebrüder Wilda auf Metall die Iris oder
Regenbogenfarben zu erzeugen","Metall/Färben, Dessin/Metall",Wien,1823,29.09.1823
155,Gaerber,"Raimund Vinzenz
Ignaz",,,,,"Beschreibung und Zeichnung von der neuen Erfindung mechanischer Vortheile zum leichteren und
daher wohlfeileren Maschinenbetrieb anstatt des Wassers, der Pferde, und des Dampfes",Getriebe,Wien,1825,01.03.1825
156,Emminger,Leopold,Gemperle,Johann,,,"Beschreibung der ... gemachten neuen Surogats-Caffee Verbesserung, ...",Kaffee,Wien,1824,28.09.1824
157,Mueller,Joseph,,,,,"Beschreibung ... der ... Entdeckung, welche ... darin besteht, daß derselbe eine neue Art
Schanierbänder und Federkloben, aus allen bekannten Metallarten, ... verfertigen läßt, ... als er
alle Gattungen Schnupf- Rauchtabakdosen, und Büchsen, ... aus Papiermaschee und Pappendeckel
ferners gedenkt er Sackuhrgehäuse ... zu machen ...","Scharnier, Federkolben",Wien,1824,23.07.1824
158,Henkel,Friedrich,Henkel,Karl,Joss,Ignaz & Jakob,"Beschreibung der ... Verbesserung, welche ... darin besteht, Sommer- und Winterhüte gemacht zu
haben, bey den Sommerhüten von Fischbein nicht wie bisher nur der Kern des Fischbeins, sondern
auch der Faden, ...",Hut,Wien,1824,01.08.1824
159,Sandhaas,Johann,Sonnenthal,Joseph Frh.v.,,,"Detaillirte Beschreibung der beyliegenden Zeichnung, welche Maschine immerwährende Winde
genannt",Winde,Wien,1822,03.05.1822
160,Kauffmann,Emanuel,Kauffmann,Karl,,,Eine neue Verbesserung der Dampf-Cafee und Thee Maschinen,"Kaffeemaschine, Teemaschine",Wien,1825,07.06.1825
161,Guenther,Gottlieb,,,,,"Beschreibung eines Neu Erfundenen Topak-Pfeifen-Rohrs, durch welches auf drey verschidene
Arten könne geraucht werden",Tabakspfeife,Wien,1823,20.09.1823
162,Guenther,Gottlieb,,,,,Beschreibung des Neu Erfundenen Hohlehippenrohres,Tabakspfeife,Wien,1825,24.03.1825
163,Fichtner,Johann,,,,,Beschreibung meines neu erfundenen Destillir Apparats nach beyliegender Zeichnung,Destillierapparat,Wien,1822,24.04.1822
164,Fichtner,Johann,,,,,Beschreibung meiner Verbesserungen bey Dampf-Maschinen nach beyliegender Zeichnung,Dampfmaschine,Wien,1822,26.07.1822
165,Fichtner,Johann,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht, ein angenehm geistiges und gesundes
Getränk, aus Syrup, der auf eine eigene vortheilhafte Art aus Knollenfrüchten genommen wird, zu
erzeugen, welches sich wesentlich sowohl von Bier als von Brandwein unterscheidet","Sirup, Getränk",Wien,1823,20.06.1823
166,Brait,Joseph,,,,,"... zeigt an, eine neue Verbesserung gemacht zu haben, welche ... darin besteht, daß derselbe die
Sägespäne sowohl von harten, als weichen Holz, jeder Gattung derselben dergestalten von groben
Holzsplittern, Sand und Staube reiniget, ...",Sägespäne,Wien,1826,06.03.1826
167,Stenzel,Johann Franz,,,,,Entwurf zur Benutzung der pneumatischen Maschine oder Windmühl mit Segeln,Windmühle,"Neugersten/Bö
hmen",1810,30.04.1810
168,Ofenheim,Anton Rainer,,,,,"Beschreibung der ... erfundenen Brennholz Verkleinerungs-Hebungs und Transportirungs
Maschine","Holzzerkleinerung, Brennholz",Wien,1823,12.06.1823
169,Ofenheim,Anton Rainer,,,,,Beschreibung und Zeichnung der ... erfundenen neuen Art geschloßener Fracht oder Lastwagen,Wagen,Wien,1822,25.08.1822
170,Ofenheim,Anton Rainer,,,,,Gasbeleuchtung,,Wien,1824,29.10.1824
171,Ofenheim,Anton Rainer,,,,,"Nähere Beschreibung der von dem Unterzeichneten unter 30. Oktober h.J. Ueberreichten
Erfindung einer Gasbeleuchtung nach verschiedenen neuen Modalitäten",Gasbeleuchtung,Wien,1825,15.01.1825
172,Ofenheim,Anton Rainer,,,,,"Beschreibung nebst zwei Zeichnungen der ... Verbesserung rücksichtlich der bereits privilegierten
Brennholz Verkleinerungs Maschine, ...","Holzzerkleinerung, Brennholz,
Transport, Lademaschine",Wien,1823,07.12.1823
173,Szabo,Johann Anastasius,Szabo,Paul,Szabo,Paul Mathias,"Beschreibung in Wesentlichen eines mit einem Kolben doppelt wirkenden Stiefels, welcher bey
Brunnen wie der Ideal Rieß zeugt, und aller ley vorkommenden Hydraulischen Maschin zur
Hebung des Wassers und zum Luftschöpfen wo ein Luft leere Raum erfordert wird, zu machen,
neu angewendet wird",Pumpe,Wien,1821,14.02.1821
174,Szabo,Johann Anastasius,Szabo,Paul,Szabo,Paul Mathias,"Beschreibung einer neu erfundenen Dampfspritze, welche mit einer kleinen veränderung zu gleich
auch eine Dampfmaschine ist","Dampfmaschine, Dampfspritze",Wien,1822,10.04.1822
175,Carpani,Dominico,Zappa,Pietro,,,"Descrizione dell'invenzione onde trarre la seta dai bozzoli con un nuovo metodo in forza del quale
non si ha bisogno per torcere i fili della seta della croce, o torta usata comunemente, ed in forza
del qual metodo si ottengono i vantaggiosi risultati esposti nella Petizione",Seidenweberei,Como,1821,16.08.1821
176,Riffel,Joseph,,,,,"Die Verfertigung jeder Sorten Regenschirme, statt dem Fischbein, und dem bischen gebrauchten,
behobelten schwarz gebeitzten Stuhlrohr, von allen Gattungen Holz, nach eigener Art schwarz
gebeitzte, dem Fischbein ähnliche, und das bischen gewöhnliche Stuhlrohr, in jeder Hinsicht
übertreffende, viereckig, oder rund, zubereitet Stangeln, sind auch Regenschirme, dauerhafter
und wohlfeiler",Regenschirm,Wien,1826,11.02.1826
177,Leixner,Michael,,,,,"Beschreibung der ... Entdeckung, Erfindung und Verbesserung, welche ... darin besteht: daß er den
sogenannten weißen Reibsand in viererley Sorten, ... aus dem grauen Vogelsand erzeuget, wozu
er eine ganz neue Maschine erfunden hat, ...",Reibsand,Wien,1825,31.05.1825
178,Koenigshofer,Karl,Lafite,Frederic,,,"Beschreibung der neuen Erfindung einer Pumpe ohne Ventill, mit gewöhnlichen Stiefel, welche
bey gleicher Proportion, in dem nämlichen Zeitraume und mit geringerem Kraftaufwande, ...
schöpft; ...",Pumpe,Graz,1821,15.06.1821
179,Innerhofer,Johann,"Steiger -
Amstein","Anton David
Edl.v.",Reuber,Ignaz,Beschreibung des Steinkohlen Entschwefelungs-Apparates,Koks,Wr. Neustadt,1823,25.04.1823
180,Reuber,Ignaz,"Steiger-Am
Stein","Anton David
Edl.v.",,,Beschreibung des Abschwefelungs-Verfahrens,Koks,Wr. Neustadt,1823,30.07.1823
181,Veit,Joseph,,,,,"Beschreibung der in sechs Figuren von dem Unterzeichneten zu der schon bestehenden
Luftbeheizung erfundenen neuen Oefen, ...","Ofen, Luftheizung",Wien,1824,10.03.1824
182,Wanka,Franz,,,,,"Beschreibung des ... Werkes zum Brauen der Biere nach böhmischer und mährischer Art, wo
gleichfalls das schwäbische Verfaren in Vollzug gebrachte werden kann, ...","Bier, Brauerei",Prag,1825,13.07.1825
183,Pechtl,Karl,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht: daß auf einer hiezu neu erfundenen
Maschine, Strohkränze aus rohem Stroh, auf eine neue Art, zum allgemeinen Gebrauch, dauerhaft
und wohlfeil erzeugt werden können",Stroh,Wien,1825,01.09.1825
184,Guth,Joseph,Lafonteine,Johann,,,"Genaue Beschreibung einer neuen Erfindung, welche ... darin besteht, daß die unter die nahmen
Kaiser-Mitis-Kirchberger-Original-Wiener- und Neugrün /arseniksaures Kupferoxyd/ im Handel
vorkommenden Farben, ohne Anwendung des französischen Grünspans, sondern blos aus
inländischen Bergwerks Produkten mittels Holzessig erzeugt werden können","Grün, Kupferoxyd, Arseniksaures",Wien,1822,20.07.1822
185,Strnadt,Vinzenz,,,,,"... zeigt ... an, eine Neue Verbesserung gemacht zu haben, welche ... darin besteht, daß er mittelst
einem verbesserten Brennerey Apparats, einen achtzehngradigen Brandwein, durch eine einzige
Ueberziehung mit sehr geringem Feuer, selben in hochst gereinigten Zustand von 35 bis 38 Grad
herzustellen, ...","Branntwein, Destillierapparat",Wien,1822,12.10.1822
186,Strnadt,Fanni,Strnadt,Vinzenz,,,"Beschreibung der Verbesserung, welche darin besteht, daß selbe mit großerem Vortheil
niedergradigen Brandwein, ohne allen Fusel Geschmak, aus einem nicht ganz reinen erzeugen,
und Liqueure, sowie auch alle geistigen Produkte aus vegetabilischen u. aromatischen Substanzen
erzeugt werden können","Branntwein, Likör, Destillierapparat",Wien,1823,14.08.1823
187,Tauber,Moses Wolf,,,,,"Verfahrungsart wie Gefertigter den Stoff von den gelben Rüben zu verfertigung des Brandweins
Rosolio und Essigs zu verwenden gedenkt","Branntwein, Rosoglio, Essig, Rübe",Wien,1825,10.07.1825
188,Rauch,Franz,,,,,"Beschreibung über die ... gemachte Verbesserung der Rasiermesser, ...",Rasiermesser,Wien,1821,12.08.1821
189,Gutseel,Lorenz,,,,,"Beschreibung einer neuen Erfindung ..., welche ... darin besteht, daß er alle Arten Männer und
Frauenhüte aus Seidenfelper mit Gerippe aus spanischem Rohr allein oder mit Fischbein
untermischt geplochten oder gewebt, verfertigen, welche wegen ihrer Leichtigkeit, Elastizität und
Dauer, die bisherigen übertreffen",Hut,Wien,1823,01.05.1823
190,Spitzer,Mayer,,,,,"Wässern zurichten im Stande sey, ... durch die neu erfundene Zurichtung aber wird sie nicht nur","Leinwand, Baumwolle, Stärken",Wien,1824,05.04.1824
191,Pabitzky,Johann Konrad,,,,,"Beschreibung der von dem Unterzeichneten erfundenen Wasserdichten Glanzwichse und der
damit in Verbindung stehenden öhligten Flüßigkeit",Schuhcreme,Wien,1822,28.10.1822
192,Hoffmann,Joseph,,,,,Beschreibung der Verbesserung faconirter Großdetourbänder,"Seidenband, Bandmuster",Wien,1824,20.04.1824
193,Schreiber,Johann Benjamin,,,,,"Erklärung der Manipulation, des von mir Erfundenen Apparates, mehrere Coulern auf einmahl, auf
einer jeden Druckmaschine in Bändern zu drucken","Banddruck, Irisdruck",Lieben,1824,15.11.1824
194,Caperle,Girolamo,,,,,"Definizione dell'Edificio, o Macchina di nuovo invenzione imaginato ... [Sumach-
Zerkleinerungsmaschine]","Sumachmühle, Gerberei",Verona,1823,14.07.1823
195,Braun,Johann,,,,,"... zeigt ... an, eine neue Erfindung gemacht zu haben, welche ... darin besteht, daß er ein Ventil zu
allen Gattungen Tabaks-Pfeiffen aus edlem Metall erfunden habe, ...",Tabakspfeife,Wien,1826,06.06.1826
196,Werner,Nikolaus,,,,,"Beschreibung der Erfindung ..., welche darin besteht: daß er Seidenfelperhüte mit Hinweglassung
von Pappendekkel, Holz, Stroh und Tuch verfertige, ...",Hut,Wien,1821,07.11.1821
197,Matschiner,Karl,,,,,"Beschreibung der ... Verbesserung, welche ... darin besteht, daß auf dem verbesserten
DistilirApparate, mit einer einfachen Destillation, aus der Maische, nicht allein reiner und starker,
sondern auch aromatische Sorten Brandwein erlangt werden können","Branntwein, Destillierapparat",Wien,1822,22.03.1822
198,Cherszky,Alexander v.,,,,,"Beschreibung der ... Verbesserung in der Lithographie, welche ... darin besteht: 1. in einer
verbesserten chemischen Kreide ... 2. die Steinplatten ... vorzubereiten und zu ätzen ... 3. die ...
Steinplatten ... äußerst rein abzudrucken. 4. In eine Zurichtung der Steinplatten zum graviren, ... 5.
Alle Gattungen Steindrucke mit einem verbesserten Firnisse zu drucken, ...",Litographie,Wien,1826,09.03.1826
199,Bovara,Stefan,,,,,Descrizione della Macchina Binattoria [Seiden-Duplir-Maschine],"Seide, Doubliermaschine",Lecco,1811,05.08.1811
200,Mandl,Isaak,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht, aus Rosoglio-Satz mit Hinzufügung eines
Theils Gersten Malzes, nach Versetzung desselben in ein Gährungsmittel, einen reinen
aromatischen Geist zu erzeugen, der zur Zubereitung des Anisgeistes und Anisrosoglio, ...
anzuwenden ist, weil benannter Geist ... zu 30 Grad ... beim Destilliren erhalten wird","Branntwein, Rosoglio, Anisgeist",Wien,1825,11.03.1825
201,Locatelli,Luigi,,,,,Trebbia pei Grani ... [Dreschmaschine],Dreschmaschine,Milano,1817,
202,Loisel,Bernardo,,,,,Nuovo metodo per la Cornia delle pelli ... [Ledergärberei],"Leder, Gerberei",Wien,1822,31.10.1822
203,Hannl,Johann,,,,,"Beschreibung der ... Verbesserung, welche ... in einer einfachen ... in jeden alten wie immer
geformten Branntweinkessel leicht anzubringenden Vorrichtung besteht, wodurch erzweckt wird,
das 1. aus Maische gleich reiner Spiritus oder Branntwein gewonnen wird, ... 4. kann ... die zu Essig
bestimmte Flüssigkeit zu gleicher Zeit den nötigen Wärmegrad und Geistesgehalt erhalten, ...","Branntwein, Essig",Wien,1823,18.07.1823
204,Bon,Andrea,,,,,"Problema dato un Mucchio di Panocchie di Grano turco die varia grandezza trovare una Macchina
che ne separi il grano, senza guastarlo, e che superi in celerità, e sicurezza qualunque altra
Macchina, che per l'oggetto stesso venne inventata fin ora","Dreschmaschine/Mais, Maisrebbler",Campo di Pietro,1823,17.03.1823
205,Kramer,Ferdinando,,,,,Metodo per istampare in un sol istante diversi colori con degradazione in guisa di Iride,"Zeugdruck, Irisdruck, Farbe",Milano,1824,20.10.1824
206,Locatelli,Luigi,,,,,Cono Idraulico inventato ...,Schöpfwerk,Milano,1817,10.03.1817
207,Rupperth,Christoph,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht: Bastwische und Bastkränze auf eine neue
Art zum allgemeinen Gebrauch dauerhaft und wohlfeil zu verfertigen",Bast,Wien,1825,21.06.1825
208,Jaeckel,Bernard,,,,,Beschreibung des ausschließenden privilegirten Branntweinbren-Apparats ...,"Branntwein, Destillierapparat",Wien,1822,04.02.1822
209,Haunschild,Sebastian,,,,,"Beschreibung der zwey Instrumente zum Ringeln der Weinreben, ...",Weinbau,Oberhollabrunn,1821,20.04.1821
210,Ehrenfeld,Anton,Ehrenfeld,Jakob,,,"Beschreibung einer neuen Erfindung und Verbesserung, auf eine besondere Methode Essig und
Brandwein zu erzeugen","Branntwein, Essig",Wien,1825,27.05.1825
211,Scandella,Alessandro,Scandella,Giuseppe,,,Descrizione della macchina di pretesa invenzione Bovaro e di altra invenzione,Zwirnen,"Castello sopra
Lecco",1817,29.07.1817
212,Gutseel,Lorenz,Ponschab,Karoline,,,"... haben die Erfindung gemacht, Reitpeitschen und Stöcke, aus Fischbein und roßhaar mit einen
Florentiner Geflechte durchaus überflochten, zu verfertigen","Peitsche, Stock",Wien,1826,01.06.1826
213,Schwarz,Mathias,,,,,Beschreibung der ... neu Erfundenen Strigel-Maschin,Striegel,Villach,1821,12.06.1821
214,Friedel,Johann,,,,,"Beschreibung der ... Verbesserung, welche ... darin besteht; Gegenstände mit jeder beliebigen
Farbe so anzustreichen, daß sie leicht trocknen, an Elastizität, Dauerhaftigkeit und Haltbarkeit
gewinne, und daher mehr der Witterung und anderen äußeren Einwirkungen wiederstehen","Farbe, Anstrich",Wien,1825,24.03.1825
