PrivRegNr	Name1	Vorname1	Name2	Vorname2	Name3	Vorname3	Titel	Schlagworte	Ort	Jahr	Einreichdatu	lat	long
110	Schwarz	Moritz	NA	NA	NA	NA	"Beschreibung der ... Verbesserung, welche ... darin besteht, daß er aus Bierlager einen Brantwein
auf jeden beliebigen Apparate erzeuget, ..."	Branntwein, Bierlager/Branntwein	Wien	1823	30.08.1823	48.2080696	16.3713095
111	Herzog	Anton	NA	NA	NA	NA	"Beschreibung und Zeichnung der ... Verbesserung, welche ... darin besteht, daß er alle Sorten,
vonn Gold und Silber, Seide und Haras Czako - Borten in halbrunder Form ... zu verfertigen im
Stande ist, ..."	Borte	Wien	1824	21.12.1824	48.2080696	16.3713095
112	Munding	Alois	Munding	Martin	NA	NA	Beschreibung der vorzüglichen Bestandtheile von der Fournier-Circular-Schneide-Maschine	Founierschneidemaschine	Wien	1817	12.08.1817	48.2080696	16.3713095
113	Collman	Carl	Koehl	NA	NA	NA	"Diese Art von Faltzstock oder Faltzmaschine, ...  daß wir aus dickesten Häuten auf dieße unßere
Art die feinsten Fell bearbeiten können, ..."	Falzmaschine	Wien	1800	21.08.1800	48.2080696	16.3713095
114	Oberhauser	Anton	NA	NA	NA	NA	"Umständliche Beschreibung uiber die ... erfundene Plattirungs-Art, und deren zum plattirten
Schnallen dienlichen zwoen Maschinen ... A) Guillochir-Maschine ... B) Bug oder Krümmaschine ..."	"Plattieren, Guillochiermaschine,
Bugmaschine, Krümmaschine"	Wien	1803	21.08.1803	48.2080696	16.3713095
115	Schmid	Johann	NA	NA	NA	NA	Behandlung der ... neu erfundenen Kaffee-Dampfmaschine	Kaffeemaschine	Graz	1822	15.05.1822	47.0678961	15.4417305
116	Wackenhagen	Karl	NA	NA	NA	NA	"Beschreibung der ... erfundenen Weterdächer, die über Wagen, Gärten Kaffeehäuser, oder
öffentliche Plätze, und solche von Sonne und Regen zu bewahren, gespannt werden können"	Wetterdach, Plachendach	Wien	1823	26.05.1823	48.2080696	16.3713095
117	Ludwig	"Heinrich Friedrich
August"	NA	NA	NA	NA	Authentisch spezielle Beschreibung des nachstehenden Neuen Brantweinbrenn-Apparats, ...	"Branntwein,
Destillierapparat/Branntwein"	Wien	1822	10.05.1822	48.2080696	16.3713095
118	Dietrich	Martin	NA	NA	NA	NA	Beschreibung derjenigen Malzdörre, welche der Gefertigte neu erfunden hat, ...	NA	Schärding	1824	30.03.1824	48.46051	13.43268
119	Geist	Joseph	NA	NA	NA	NA	"Beschreibung der zur Bewirkung des vollkommen gleichförmigen Ganges einer Thurm-Uhr
hergestellten Verbindung derselben mit einer regulierenden Pendeluhr, und der zur Erreichung
eben dieser ganz genauen Gleichförmigkeit für Thurm, und alle anderen Uhren erfundenen
vollkommen freyen Hemmung"	Turmuhr	Graz	1823	10.11.1823	47.0678961	15.4417305
120	Strobl	Johann Richard	NA	NA	NA	NA	Beschreibung des ... zu verfertigenden chemischen Tintenpulvers	Tinte	Matrei	1821	24.10.1821	47.0003935	12.5389884
121	Rosenberger	Michael	NA	NA	NA	NA	"Beschreibung einer in dem orgelmäßigen Zungewerk angebrachten Verbesserung, welche darin
besteht: daß durch eine darin befestigte halbzirkelförmige Metalfeder, durch welche eine
metallene Schraube läuft, das Zungenwerk gestimmt und unverstimmbar gehalten wird"	Orgelpfeife	Wien	1826	06.03.1826	48.2080696	16.3713095
122	Morosi	"Giuseppe
Cavalliere"	NA	NA	NA	NA	Descrizione dei mezzi ... nella fabricazione della macchina Trebbiatojo da riso ...	Dreschmaschine/Reis	Milano	1818	26.09.1818	45.468503	9.1824027
123	Biffi	Felice	NA	NA	NA	NA	Maniera con cui si tinge il Cotone colore Nankin resistente al binote	Baumwollstoff, Farbe	NA	1826	NA	NA	NA
124	Giudice	Carlo	NA	NA	NA	NA	Raccolta di diverse Macchine idrauliche ed altre di diversa specie	Wasserkraftmaschine	Como	1806	14.06.1806	45.8063817	9.0851867
125	Rossmann	Joseph	NA	NA	NA	NA	"Beschreibung der ... Entdeckkung, welche ... darin besteht, daß a) mittelst neuer neu erprobt
befundenen Getreidefruchtfolge, b) durch nur neue Bebauungs- und Behandlungsart des Klees,
und c) durch Verwendung aller baaren Auslagen für die Anschaffung des hiezu erforderlichen
Kleesamens ...; wobey noch d) ein merklicher Theil an Zugarbeit erspart und zu anderen
Wirtschaftsverbesserungen verwendet werden kann"	"Getreide/Fruchtfolge,
Fruchtfolge/Getreide, Klee"	Bezdickau	1823	17.03.1823	NA	NA
126	Selka	Vinzenz Jakob	NA	NA	NA	NA	"Arcanum über das ... erfundene Mittel, welches ... darin besteht, den Brandwein aus Gefäßen zu
erzeugen, die der Gesundheit unschädlich sind, nämlich der zinnernen Kessel, ..."	Branntwein	Wien	1823	24.01.1823	48.2080696	16.3713095
127	Simon	Johann	NA	NA	NA	NA	Zeichnung und Beschreibung des ... erfundenen Zirkels	Zirkel	Wien	1823	06.09.1823	48.2080696	16.3713095
129	Tuscany	Anton Basil	Tuscany	Johann Wenzel	NA	NA	"Beschreibung der Entdeckung, oder Verbesserung, welche darin besteht, daß sie eine Art Filzung
von Decken und gemeinen Tüchern erfunden ..."	Filz, Decke, Tuch	Prag	1822	13.07.1822	50.0755381	14.4378005
130	Ferst	Peter	NA	NA	NA	NA	Beschreibung meines Verfahrens zur Erzeugung des Branntweines und Essigs, ...	Essig, Branntwein	Wien	1823	22.10.1823	48.2080696	16.3713095
131	Maelzel	Leonhard	NA	NA	NA	NA	"Beschreibung der ... Erfindung, welche ... darin besteht, daß: da bey der gewöhnlich musikalischen
Maschinen - sonst Orchestrion genannt - welche ... bis nun durch die Kälte oder Wärme,
Trokkenheit oder Feuchtigkeit so sehr leiden, ... durch die einfachste Methode,  nämlich statt der
bis nun gebrauchten Züge, Ventile zu appliciren, von der Kälte noch Wärme, weiter Feuchtigkeit
noch Trockenheit eine üble Einwirkung herbeiführen können"	Orchestrion	Wien	1823	22.07.1823	48.2080696	16.3713095
132	Friedmann	Rubin	NA	NA	NA	NA	Beschreibung ... [Essig-Bereitung aus Rosoglio-Satz]	Essig, Rosoglio/Essig	Wien	1823	16.04.1823	48.2080696	16.3713095
133	Hausmann	Heinrich	NA	NA	NA	NA	"Beschreibung der ... erfundenen Instrumente, mittelst welcher die bey den Scheibenschiessen
entstehenden Streitigkeiten über das, welcher Schuß mehr im Mittel der Kreise liegt, auf das
genaueste und bestimmteste entschieden werden kann, und wovon die Zeichnung in A hier
beyliegt"	Scheibenschießen, Schießscheibe	Linz	1823	18.03.1823	48.3069096	14.285918
134	Liechtenauer	Adam	NA	NA	NA	NA	"Beschreibung einer in der österreichischen Monarchie bisher noch nicht bekannten Art: Aus
Rothbuche- und Fichtenholz zum Vortheil der inländischen Industrie, Holzspäne zum Gebrauche
für Buchbinder, Spiegelmacher, Schwertfeger, Schuhmacher usw. zu verfertigen"	Sägespäne	Purkersdorf	1821	12.02.1821	48.2089991	16.174548
135	Graf	Joseph	NA	NA	NA	NA	"Beschreibung und Zeichnung der ... gemachten neuen Erfindung, welche ... darin besteht, daß von
jeder Art Bettstätte der Boden mit einem Mechanismus ... versehen ist, daß jeder Kranke, ... jetzt
mit sehr geringer Anstrengung, oder durch eine andere seine vorzunehmende Lage, sehr leicht
verbessern könne, ..."	Krankenbett	Wien	1823	26.05.1823	48.2080696	16.3713095
136	Guerard	Bernard Edl.v.	NA	NA	NA	NA	"Beschreibung der ... Erfindung, welche ... darin besteht, daß er ächte Schwaals und ordentliche
Zeuge dieser Art zu Kleidern zu verfertigen imstande ist ..."	Webstuhl, Schal	Wien	1824	16.12.1824	48.2080696	16.3713095
137	Knezaurek	Joseph	NA	NA	NA	NA	Beschreibung des ... verbesserten Weberstuhls	Webstuhl	Wien	1822	13.09.1822	48.2080696	16.3713095
138	Knezaurek	Joseph	NA	NA	NA	NA	"Beschreibung: Der ... erfunden künstliche Näh-Stuhl ist ein nach seinem Verbesserungs-System
vervollkommneter Webstuhl, auf welchem mittelst Nadeln durch Verziehung und Verkreuzung
der Fäden die schönste Nähe-Arbeit von allerley Vergitterung, Durchbrüchen und dem
sogenannten Rußischen Stich verfertigt werden kann"	Webstuhl, Nähstuhl	Wien	1823	17.04.1823	48.2080696	16.3713095
140	Teich	Wilhelm	NA	NA	NA	NA	"Zeichnung und Beschreibung der ... Erfindung, welche ... darin besteht: Eine neue von allerhand
Metallen verfertigte Stickmaschine, die an jedem Ort bequem und zum willkührlichen Gebrauch
der Frauenarbeiten befestigt und angeschrauft werden kann, ..."	Stickmaschine	Wien	1824	17.02.1824	48.2080696	16.3713095
141	Berthold	August	NA	NA	NA	NA	Vollständige Beschreibung der Coffe-Brenn-Maschine	Röstmaschine	Wien	1822	28.10.1822	48.2080696	16.3713095
142	Munding	Alois	NA	NA	NA	NA	Scheren besteht, womit Fournierhölzer, ... können zu Fournieren geschnitten ... werden	NA	Wien	1821	26.02.1821	48.2080696	16.3713095
143	Senefelder	Alois	NA	NA	NA	NA	"Beschreibung beyliegender Presse, welche vorzüglich zum Abdrucken der Steinplatten dient;
Beschreibung und Erklärung der chemischen Steindruckerey"	Lithographie	Wien	1801	15.11.1801	48.2080696	16.3713095
144	Maelzel	John	NA	NA	NA	NA	"The Metronomic Tutor. Containing Instructions, Exercises & Lessons, for the Piano Forte,
calculated, with the aid of the Metronome, ..."	Metronom	London	1816	NA	51.5072178	-0.1275862
145	Doschot	Joseph R.v.	NA	NA	NA	NA	"Beschreibung eines vollständigen ökonomischen Koch-Back- und Bratofens ... [Enthält auch]: Plan
eines Sparofens, Plan eines Beheitzungs-Apparats, mittelst welchem ein ganzes Gebäude beheitzt
werden kann, Plan einer Holz-Säge-Maschine"	Holzsäge, Kochherd, Heizung	Stanislau	1820	02.06.1820	48.9200616	24.7089157
147	Daninger	Franz	Daninger	Joseph	NA	NA	"Beschreibung der ... in dem Jahre 1818/19 in Markgraf Neusiedel in Marchfelde/Nieder
Oesterreich/ ... neu erbauten Windmühle nach holländischer Art"	Windmühle	Wien	1819	19.03.1819	48.2080696	16.3713095
148	Nowotny	Augustin	NA	NA	NA	NA	"Beschreibung der ... Erfindung, thönerne Wasserleitungsröhren von beliebiger Länge und Weite
mittels Pressung vollkommener als bisher zu verfertigen"	Wasserleitungsrohr, Tonrohr	Prag	1823	03.03.1823	50.0755381	14.4378005
149	Uffenheimer	Jonathan Lazar	NA	NA	NA	NA	"Kurze Uebersicht der ... Verbesserungen an dem von ihm erfundenen, ... Sud- und
Trockenapparats der die Eigenschaften hat, daß er mit jeder Gattung Brennmateriale geheizt
werden kann, und das Feuer sich im Kessel, und dieser in der Flüssigkeit sich befindet"	Siedeofen, Trockenapparat	Wien	1824	27.06.1824	48.2080696	16.3713095
150	Busby	Thomas	NA	NA	NA	NA	A Description of Machinery for preparing & spinning combed wool of different qualities	Wolle, Spinnmaschine	Wien	1821	11.12.1821	48.2080696	16.3713095
151	Thornton	Jonathan	NA	NA	NA	NA	"Sechs Zeichnungen der von Jonathan Thornton in Pottendorf neu erfundenen Strick- und Stickgarn
und verbesserten Water-Twist-Maschinen"	Spinnmaschine, Baumwollgarn	Pottendorf	1821	06.06.1821	47.911426	16.3881078
152	Czernay	Joseph	NA	NA	NA	NA	Beschreibung der neuen Erfindung Brandwein und Rosoglio, wie auch Spirit: zu erzeugen	Branntwein, Rosoglio, Spiritus	Wien	1825	04.02.1825	48.2080696	16.3713095
153	Stefansky	Apolonia	Taussig	Abraham	NA	NA	"Beschreibung der von Apolonia Stefansky einverständlich mit ihrem Verwandten Abraham Taussig
gemachten ... neuen Verbesserung, welche ... darin besteht, die im Auslande nach Art der
Wachsperlen erzeugt werdenden Rosenperlen ... zu erzeugen"	Perle	Wien	1825	28.02.1825	48.2080696	16.3713095
154	Wilda	Joseph	Wilda	Gottfried	NA	NA	"Erklährung über die Erfindung und Berarbeitung der Gebrüder Wilda auf Metall die Iris oder
Regenbogenfarben zu erzeugen"	Metall/Färben, Dessin/Metall	Wien	1823	29.09.1823	48.2080696	16.3713095
155	Gaerber	"Raimund Vinzenz
Ignaz"	NA	NA	NA	NA	"Beschreibung und Zeichnung von der neuen Erfindung mechanischer Vortheile zum leichteren und
daher wohlfeileren Maschinenbetrieb anstatt des Wassers, der Pferde, und des Dampfes"	Getriebe	Wien	1825	01.03.1825	48.2080696	16.3713095
156	Emminger	Leopold	Gemperle	Johann	NA	NA	Beschreibung der ... gemachten neuen Surogats-Caffee Verbesserung, ...	Kaffee	Wien	1824	28.09.1824	48.2080696	16.3713095
157	Mueller	Joseph	NA	NA	NA	NA	"Beschreibung ... der ... Entdeckung, welche ... darin besteht, daß derselbe eine neue Art
Schanierbänder und Federkloben, aus allen bekannten Metallarten, ... verfertigen läßt, ... als er
alle Gattungen Schnupf- Rauchtabakdosen, und Büchsen, ... aus Papiermaschee und Pappendeckel
ferners gedenkt er Sackuhrgehäuse ... zu machen ..."	Scharnier, Federkolben	Wien	1824	23.07.1824	48.2080696	16.3713095
158	Henkel	Friedrich	Henkel	Karl	Joss	Ignaz & Jakob	"Beschreibung der ... Verbesserung, welche ... darin besteht, Sommer- und Winterhüte gemacht zu
haben, bey den Sommerhüten von Fischbein nicht wie bisher nur der Kern des Fischbeins, sondern
auch der Faden, ..."	Hut	Wien	1824	01.08.1824	48.2080696	16.3713095
159	Sandhaas	Johann	Sonnenthal	Joseph Frh.v.	NA	NA	"Detaillirte Beschreibung der beyliegenden Zeichnung, welche Maschine immerwährende Winde
genannt"	Winde	Wien	1822	03.05.1822	48.2080696	16.3713095
160	Kauffmann	Emanuel	Kauffmann	Karl	NA	NA	Eine neue Verbesserung der Dampf-Cafee und Thee Maschinen	Kaffeemaschine, Teemaschine	Wien	1825	07.06.1825	48.2080696	16.3713095
161	Guenther	Gottlieb	NA	NA	NA	NA	"Beschreibung eines Neu Erfundenen Topak-Pfeifen-Rohrs, durch welches auf drey verschidene
Arten könne geraucht werden"	Tabakspfeife	Wien	1823	20.09.1823	48.2080696	16.3713095
162	Guenther	Gottlieb	NA	NA	NA	NA	Beschreibung des Neu Erfundenen Hohlehippenrohres	Tabakspfeife	Wien	1825	24.03.1825	48.2080696	16.3713095
163	Fichtner	Johann	NA	NA	NA	NA	Beschreibung meines neu erfundenen Destillir Apparats nach beyliegender Zeichnung	Destillierapparat	Wien	1822	24.04.1822	48.2080696	16.3713095
164	Fichtner	Johann	NA	NA	NA	NA	Beschreibung meiner Verbesserungen bey Dampf-Maschinen nach beyliegender Zeichnung	Dampfmaschine	Wien	1822	26.07.1822	48.2080696	16.3713095
165	Fichtner	Johann	NA	NA	NA	NA	"Beschreibung der ... Erfindung, welche ... darin besteht, ein angenehm geistiges und gesundes
Getränk, aus Syrup, der auf eine eigene vortheilhafte Art aus Knollenfrüchten genommen wird, zu
erzeugen, welches sich wesentlich sowohl von Bier als von Brandwein unterscheidet"	Sirup, Getränk	Wien	1823	20.06.1823	48.2080696	16.3713095
166	Brait	Joseph	NA	NA	NA	NA	"... zeigt an, eine neue Verbesserung gemacht zu haben, welche ... darin besteht, daß derselbe die
Sägespäne sowohl von harten, als weichen Holz, jeder Gattung derselben dergestalten von groben
Holzsplittern, Sand und Staube reiniget, ..."	Sägespäne	Wien	1826	06.03.1826	48.2080696	16.3713095
167	Stenzel	Johann Franz	NA	NA	NA	NA	Entwurf zur Benutzung der pneumatischen Maschine oder Windmühl mit Segeln	Windmühle	"Neugersten/Bö
hmen"	1810	30.04.1810	NA	NA
168	Ofenheim	Anton Rainer	NA	NA	NA	NA	"Beschreibung der ... erfundenen Brennholz Verkleinerungs-Hebungs und Transportirungs
Maschine"	Holzzerkleinerung, Brennholz	Wien	1823	12.06.1823	48.2080696	16.3713095
169	Ofenheim	Anton Rainer	NA	NA	NA	NA	Beschreibung und Zeichnung der ... erfundenen neuen Art geschloßener Fracht oder Lastwagen	Wagen	Wien	1822	25.08.1822	48.2080696	16.3713095
170	Ofenheim	Anton Rainer	NA	NA	NA	NA	Gasbeleuchtung	NA	Wien	1824	29.10.1824	48.2080696	16.3713095
171	Ofenheim	Anton Rainer	NA	NA	NA	NA	"Nähere Beschreibung der von dem Unterzeichneten unter 30. Oktober h.J. Ueberreichten
Erfindung einer Gasbeleuchtung nach verschiedenen neuen Modalitäten"	Gasbeleuchtung	Wien	1825	15.01.1825	48.2080696	16.3713095
172	Ofenheim	Anton Rainer	NA	NA	NA	NA	"Beschreibung nebst zwei Zeichnungen der ... Verbesserung rücksichtlich der bereits privilegierten
Brennholz Verkleinerungs Maschine, ..."	"Holzzerkleinerung, Brennholz,
Transport, Lademaschine"	Wien	1823	07.12.1823	48.2080696	16.3713095
173	Szabo	Johann Anastasius	Szabo	Paul	Szabo	Paul Mathias	"Beschreibung in Wesentlichen eines mit einem Kolben doppelt wirkenden Stiefels, welcher bey
Brunnen wie der Ideal Rieß zeugt, und aller ley vorkommenden Hydraulischen Maschin zur
Hebung des Wassers und zum Luftschöpfen wo ein Luft leere Raum erfordert wird, zu machen,
neu angewendet wird"	Pumpe	Wien	1821	14.02.1821	48.2080696	16.3713095
174	Szabo	Johann Anastasius	Szabo	Paul	Szabo	Paul Mathias	"Beschreibung einer neu erfundenen Dampfspritze, welche mit einer kleinen veränderung zu gleich
auch eine Dampfmaschine ist"	Dampfmaschine, Dampfspritze	Wien	1822	10.04.1822	48.2080696	16.3713095
175	Carpani	Dominico	Zappa	Pietro	NA	NA	"Descrizione dell'invenzione onde trarre la seta dai bozzoli con un nuovo metodo in forza del quale
non si ha bisogno per torcere i fili della seta della croce, o torta usata comunemente, ed in forza
del qual metodo si ottengono i vantaggiosi risultati esposti nella Petizione"	Seidenweberei	Como	1821	16.08.1821	45.8063817	9.0851867
176	Riffel	Joseph	NA	NA	NA	NA	"Die Verfertigung jeder Sorten Regenschirme, statt dem Fischbein, und dem bischen gebrauchten,
behobelten schwarz gebeitzten Stuhlrohr, von allen Gattungen Holz, nach eigener Art schwarz
gebeitzte, dem Fischbein ähnliche, und das bischen gewöhnliche Stuhlrohr, in jeder Hinsicht
übertreffende, viereckig, oder rund, zubereitet Stangeln, sind auch Regenschirme, dauerhafter
und wohlfeiler"	Regenschirm	Wien	1826	11.02.1826	48.2080696	16.3713095
177	Leixner	Michael	NA	NA	NA	NA	"Beschreibung der ... Entdeckung, Erfindung und Verbesserung, welche ... darin besteht: daß er den
sogenannten weißen Reibsand in viererley Sorten, ... aus dem grauen Vogelsand erzeuget, wozu
er eine ganz neue Maschine erfunden hat, ..."	Reibsand	Wien	1825	31.05.1825	48.2080696	16.3713095
178	Koenigshofer	Karl	Lafite	Frederic	NA	NA	"Beschreibung der neuen Erfindung einer Pumpe ohne Ventill, mit gewöhnlichen Stiefel, welche
bey gleicher Proportion, in dem nämlichen Zeitraume und mit geringerem Kraftaufwande, ...
schöpft; ..."	Pumpe	Graz	1821	15.06.1821	47.0678961	15.4417305
179	Innerhofer	Johann	"Steiger -
Amstein"	"Anton David
Edl.v."	Reuber	Ignaz	Beschreibung des Steinkohlen Entschwefelungs-Apparates	Koks	Wr. Neustadt	1823	25.04.1823	47.8129867	16.2455634
180	Reuber	Ignaz	"Steiger-Am
Stein"	"Anton David
Edl.v."	NA	NA	Beschreibung des Abschwefelungs-Verfahrens	Koks	Wr. Neustadt	1823	30.07.1823	47.8129867	16.2455634
181	Veit	Joseph	NA	NA	NA	NA	"Beschreibung der in sechs Figuren von dem Unterzeichneten zu der schon bestehenden
Luftbeheizung erfundenen neuen Oefen, ..."	Ofen, Luftheizung	Wien	1824	10.03.1824	48.2080696	16.3713095
182	Wanka	Franz	NA	NA	NA	NA	"Beschreibung des ... Werkes zum Brauen der Biere nach böhmischer und mährischer Art, wo
gleichfalls das schwäbische Verfaren in Vollzug gebrachte werden kann, ..."	Bier, Brauerei	Prag	1825	13.07.1825	50.0755381	14.4378005
183	Pechtl	Karl	NA	NA	NA	NA	"Beschreibung der ... Erfindung, welche ... darin besteht: daß auf einer hiezu neu erfundenen
Maschine, Strohkränze aus rohem Stroh, auf eine neue Art, zum allgemeinen Gebrauch, dauerhaft
und wohlfeil erzeugt werden können"	Stroh	Wien	1825	01.09.1825	48.2080696	16.3713095
184	Guth	Joseph	Lafonteine	Johann	NA	NA	"Genaue Beschreibung einer neuen Erfindung, welche ... darin besteht, daß die unter die nahmen
Kaiser-Mitis-Kirchberger-Original-Wiener- und Neugrün /arseniksaures Kupferoxyd/ im Handel
vorkommenden Farben, ohne Anwendung des französischen Grünspans, sondern blos aus
inländischen Bergwerks Produkten mittels Holzessig erzeugt werden können"	Grün, Kupferoxyd, Arseniksaures	Wien	1822	20.07.1822	48.2080696	16.3713095
185	Strnadt	Vinzenz	NA	NA	NA	NA	"... zeigt ... an, eine Neue Verbesserung gemacht zu haben, welche ... darin besteht, daß er mittelst
einem verbesserten Brennerey Apparats, einen achtzehngradigen Brandwein, durch eine einzige
Ueberziehung mit sehr geringem Feuer, selben in hochst gereinigten Zustand von 35 bis 38 Grad
herzustellen, ..."	Branntwein, Destillierapparat	Wien	1822	12.10.1822	48.2080696	16.3713095
186	Strnadt	Fanni	Strnadt	Vinzenz	NA	NA	"Beschreibung der Verbesserung, welche darin besteht, daß selbe mit großerem Vortheil
niedergradigen Brandwein, ohne allen Fusel Geschmak, aus einem nicht ganz reinen erzeugen,
und Liqueure, sowie auch alle geistigen Produkte aus vegetabilischen u. aromatischen Substanzen
erzeugt werden können"	Branntwein, Likör, Destillierapparat	Wien	1823	14.08.1823	48.2080696	16.3713095
187	Tauber	Moses Wolf	NA	NA	NA	NA	"Verfahrungsart wie Gefertigter den Stoff von den gelben Rüben zu verfertigung des Brandweins
Rosolio und Essigs zu verwenden gedenkt"	Branntwein, Rosoglio, Essig, Rübe	Wien	1825	10.07.1825	48.2080696	16.3713095
188	Rauch	Franz	NA	NA	NA	NA	Beschreibung über die ... gemachte Verbesserung der Rasiermesser, ...	Rasiermesser	Wien	1821	12.08.1821	48.2080696	16.3713095
189	Gutseel	Lorenz	NA	NA	NA	NA	"Beschreibung einer neuen Erfindung ..., welche ... darin besteht, daß er alle Arten Männer und
Frauenhüte aus Seidenfelper mit Gerippe aus spanischem Rohr allein oder mit Fischbein
untermischt geplochten oder gewebt, verfertigen, welche wegen ihrer Leichtigkeit, Elastizität und
Dauer, die bisherigen übertreffen"	Hut	Wien	1823	01.05.1823	48.2080696	16.3713095
190	Spitzer	Mayer	NA	NA	NA	NA	Wässern zurichten im Stande sey, ... durch die neu erfundene Zurichtung aber wird sie nicht nur	Leinwand, Baumwolle, Stärken	Wien	1824	05.04.1824	48.2080696	16.3713095
